20201118,姑苏,观前街,整租·乔司空巷,2室1厅,51平米,2300
20201118,姑苏,观前街,独栋·启恒公寓,观前店,35平米,1600-1850
20201118,姑苏,观前街,整租·乔司空巷,1室1厅,40平米,2000
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,27-28平米,2200-2355
20201118,姑苏,观前街,整租·润亿皇朝,2室1厅,63平米,3000
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,33平米,2400
20201118,姑苏,观前街,整租·润亿皇朝,1室1厅,48平米,2300
20201118,姑苏,观前街,整租·小曹家巷散盘,1室0厅,20平米,1500
20201118,姑苏,观前街,整租·承德里,3室1厅,50平米,2600
20201118,姑苏,观前街,整租·西花桥巷28号,2室2厅,82平米,2900
20201118,姑苏,观前街,整租·祥符寺巷散盘,6室3厅,360平米,30000
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,15平米,1678
20201118,姑苏,观前街,整租·乔司空巷,2室1厅,52平米,2500
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,38平米,3155
20201118,姑苏,观前街,整租·富仁坊65号,2室1厅,125平米,4200
20201118,姑苏,观前街,整租·清洲里,4室2厅,130平米,4800
20201118,姑苏,观前街,整租·富仁坊65号,3室1厅,130平米,4200
20201118,姑苏,观前街,整租·银房弄散盘,2室1厅,60平米,2300
20201118,姑苏,观前街,整租·祥符寺巷散盘,3室1厅,80平米,2750
20201118,姑苏,观前街,整租·祥符寺巷散盘,1室1厅,35平米,1500
20201118,姑苏,观前街,整租·西花桥巷28号,1室0厅,25平米,950
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,28-30平米,2442-2700
20201118,姑苏,观前街,整租·西花桥巷25号,1室1厅,55平米,1300
20201118,姑苏,观前街,独栋·朗诗寓,观前街店,17-21平米,1805-2275
20201118,姑苏,观前街,整租·九九玄妙,2室1厅,73平米,3600
20201118,姑苏,观前街,独栋·启恒公寓,观前店,25-45平米,1200-1400
20201118,姑苏,观前街,独栋·朗诗寓,察院场店,20-23平米,1550-2030
20201118,姑苏,观前街,独栋·逗号公寓,苏州平齐路店,20平米,1750
20201118,姑苏,观前街,独栋·朗诗寓,观前街店,16-17平米,1522-1567
20201118,姑苏,观前街,独栋·米多公寓,十梓街店,15平米,1300
20201118,姑苏,观前街,独栋·阳光智寓,人民路店,13间在租,1300-1800
20201118,姑苏,观前街,独栋·逗号公寓,苏州平齐路店,25平米,1700-2250
20201118,姑苏,观前街,独栋·米多公寓,十梓街店,20-24平米,1500
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,15平米,1678
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,38平米,3155
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,28-30平米,2442-2700
20201118,姑苏,观前街,独栋·朗诗寓,观前街店,9间在租,1975-2386
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,25-28平米,2200-2450
20201118,姑苏,观前街,独栋·悦家公寓,悦家公寓道前街店,35平米,1850
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,30平米,2100-2185
20201118,姑苏,观前街,独栋·朗诗寓,察院场店,22平米,1750
20201118,姑苏,观前街,独栋·米多公寓,十梓街店,26平米,2050
20201118,姑苏,观前街,独栋·逗号公寓,苏州平齐路店,30平米,2040
20201118,姑苏,观前街,独栋·阿奎公寓,景德路公寓,25平米,1500
20201118,姑苏,观前街,独栋·逗号公寓,苏州平齐路店,35-40平米,2500-2650
20201118,姑苏,观前街,独栋·阿奎公寓,阿奎客栈,25平米,1200
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,28平米,2100
20201118,姑苏,观前街,独栋·米多公寓,十梓街店,6间在租,1950-2000
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,33平米,2400
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,30平米,2200
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,25-30平米,2190-2245
20201118,姑苏,观前街,独栋·阿奎公寓,景德路公寓,25平米,1350
20201118,姑苏,观前街,独栋·朗诗寓,观前街店,21平米,2275
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,30平米,2200
20201118,姑苏,观前街,独栋·阿奎公寓,阿奎客栈,25平米,1500
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,25平米,2200
20201118,姑苏,观前街,独栋·阿奎公寓,阿奎客栈,25平米,1300
20201118,姑苏,观前街,独栋·朗诗寓,察院场店,16-21平米,1700-1892
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,30平米,2400
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,35平米,2500
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,30平米,2158
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,25平米,2250
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,28平米,2100
20201118,姑苏,观前街,独栋·米多公寓,十梓街店,33-36平米,2400-2450
20201118,姑苏,观前街,独栋·米多公寓,十梓街店,28平米,2300
20201118,姑苏,观前街,独栋·阿奎公寓,阿奎客栈,25平米,1400
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,31平米,2500
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,33平米,2585
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,33平米,2400
20201118,姑苏,观前街,独栋·锦鑫公寓,北寺塔店,25平米,1500
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,33平米,2450
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,33平米,2500
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,30平米,2200
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,30平米,2300
20201118,姑苏,观前街,独栋·米多公寓,十梓街店,33平米,2300
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,30平米,2200
20201118,姑苏,观前街,独栋·漫果公寓,漫果,25平米,2299
20201118,姑苏,观前街,独栋·漫果公寓,漫果,25平米,2399
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,32平米,2185
20201118,姑苏,观前街,独栋·漫果公寓,漫果,23平米,2099
20201118,姑苏,观前街,独栋·漫果公寓,漫果,35平米,2699
20201118,姑苏,观前街,独栋·漫果公寓,漫果,35平米,2699
20201118,姑苏,观前街,独栋·朗诗寓,道前街店,26平米,1875-2000
20201118,姑苏,观前街,独栋·漫果公寓,漫果,22平米,1999
20201118,姑苏,观前街,独栋·朗诗寓,道前街店,30平米,2304
20201118,姑苏,观前街,独栋·朗诗寓,道前街店,21-28平米,1680-2025
20201118,姑苏,观前街,独栋·魔方公寓,苏州观前街店,45平米,5000
20201118,姑苏,观前街,独栋·启恒公寓,观前店,40-70平米,1400-2400
20201118,姑苏,观前街,独栋·青窝公寓,青窝公寓·临顿路店,25平米,1700
